dataset1     1.911e-29   1.586e-29   1.205   2.474e-29   1.936e-29   1.319
dataset2     8.771e-30   1.250e-29   0.702   2.421e-29   1.600e-29   1.559
dataset3     1.450e-29   7.653e-30   1.895   4.555e-29   1.598e-29   2.941
dataset4    -4.850e-30   5.794e-30  -0.837   2.074e-30   1.647e-29   0.143
dataset5     3.064e-29   1.443e-29   2.124   4.763e-29   2.021e-29   2.419
dataset6     4.594e-31   6.254e-30   0.073   2.788e-30   1.146e-29   0.235
dataset7     1.794e-29   8.082e-30   2.219   2.466e-29   1.285e-29   1.948
dataset8     2.193e-29   9.394e-30   2.335   4.038e-29   1.450e-29   2.867
dataset9     1.236e-29   8.965e-30   1.379   2.259e-29   1.211e-29   1.902
dataset10    1.620e-29   7.099e-30   2.282   2.920e-29   1.488e-29   1.991
dataset11    1.162e-29   1.161e-29   1.001   2.766e-29   1.473e-29   1.922
dataset12    4.880e-30   2.862e-30   1.705   2.067e-30   1.344e-29   0.166
dataset13    6.975e-30   1.173e-29   0.595   1.811e-29   1.576e-29   1.193
dataset14    1.832e-29   1.158e-29   1.582   2.384e-29   1.750e-29   1.415
dataset15    3.146e-29   1.163e-29   2.706   5.781e-29   1.578e-29   3.729
dataset16    9.377e-30   6.261e-30   1.498   1.722e-29   1.351e-29   1.329
dataset17    6.225e-30   8.490e-30   0.733   4.905e-29   1.490e-29   3.405
dataset19    1.100e-31   4.287e-30   0.026   2.513e-29   1.659e-29   1.556
dataset20    1.152e-29   9.697e-30   1.188   5.050e-29   1.684e-29   3.157
dataset21    1.457e-29   1.002e-29   1.454   2.975e-29   1.362e-29   2.211
dataset22    2.520e-29   8.125e-30   3.102   3.383e-29   1.084e-29   3.264
dataset23    6.476e-31   8.284e-30   0.078  -5.981e-30   1.335e-29  -0.451
dataset24   -7.162e-30   5.853e-30  -1.224  -1.171e-29   1.272e-29  -0.944
dataset25    3.818e-30   4.395e-30   0.869   3.058e-29   1.350e-29   2.325
dataset27    1.193e-29   6.094e-30   1.958   6.697e-29   1.583e-29   4.321
dataset28   -9.845e-30   4.623e-30  -2.130   2.024e-30   1.101e-29   0.191
dataset29   -5.609e-30   7.136e-30  -0.786   1.395e-30   1.054e-29   0.113
dataset30    5.934e-30   2.843e-30   2.087   2.831e-29   1.108e-29   2.649
dataset31    4.182e-30   5.510e-30   0.759   1.340e-29   1.154e-29   1.214
dataset32    7.082e-30   9.177e-30   0.772   3.201e-29   1.404e-29   2.319
dataset33   -6.123e-30   4.471e-30  -1.369  -1.298e-30   1.342e-29  -0.119
dataset34    1.270e-30   3.342e-30   0.380   4.193e-29   1.448e-29   2.945
dataset35    8.786e-30   7.393e-30   1.188   3.474e-29   1.136e-29   3.150
dataset36    9.635e-30   7.955e-30   1.211   2.847e-29   1.225e-29   2.403
dataset37    2.781e-29   9.148e-30   3.040   9.708e-29   2.212e-29   4.499
dataset38    3.313e-29   9.952e-30   3.329   1.077e-29   1.759e-29   0.671
dataset39    1.238e-29   1.255e-29   0.987   1.624e-29   1.405e-29   1.215
dataset40   -5.606e-30   5.359e-30  -1.046   1.086e-29   1.150e-29   0.982
dataset41    1.570e-29   9.572e-30   1.641   1.413e-29   1.646e-29   0.919
dataset42    1.947e-29   9.824e-30   1.982   1.925e-29   1.094e-29   1.801
dataset43    3.215e-30   3.314e-30   0.970   2.483e-29   1.566e-29   1.633
dataset44    4.412e-30   8.189e-30   0.539   4.386e-29   1.659e-29   2.712
