dataset100  -2.714e-30   7.509e-30  -0.361   3.814e-31   8.579e-30   0.031
dataset101   1.708e-30   7.439e-30   0.230  -3.015e-30   8.438e-30  -0.358
dataset102   1.472e-30   6.058e-30   0.243   1.089e-29   6.171e-30   1.833
dataset103   1.688e-29   9.058e-30   1.863   2.461e-30   7.322e-30   0.345
dataset104   2.291e-30   5.502e-30   0.416   9.036e-30   6.933e-30   1.352
dataset105   4.609e-31   9.446e-30   0.049   1.625e-29   7.687e-30   2.152
dataset106  -3.493e-30   4.840e-30  -0.722  -4.563e-31   5.682e-30  -0.095
dataset107   2.985e-29   7.554e-30   3.951   3.679e-30   6.329e-30   0.643
dataset108   1.521e-30   8.806e-30   0.173  -9.180e-31   8.539e-30  -0.125
dataset109   1.580e-29   1.119e-29   1.412   2.466e-31   8.932e-30   0.038
dataset110   1.104e-29   8.075e-30   1.367   2.303e-30   9.337e-30   0.277
dataset111   2.438e-29   8.261e-30   2.952   3.021e-30   6.814e-30   0.458
dataset112   3.801e-29   1.067e-29   3.562   1.569e-30   8.297e-30   0.211
dataset113  -4.298e-30   9.320e-30  -0.461   2.071e-29   8.170e-30   2.593
dataset114   4.615e-30   4.181e-30   1.104   1.621e-31   6.085e-30   0.024
dataset115  -6.575e-31   3.464e-30  -0.190   9.679e-30   6.652e-30   1.456
dataset116   1.206e-29   9.791e-30   1.232  -8.102e-30   7.863e-30  -1.046
dataset120   1.533e-32   1.139e-29   0.001  -5.119e-30   7.140e-30  -0.741
dataset121   3.157e-29   1.004e-29   3.144   1.367e-30   6.909e-30   0.200
dataset122   4.969e-30   1.032e-29   0.481   1.691e-29   6.587e-30   2.663
dataset123   3.607e-30   7.105e-30   0.508   4.483e-30   6.445e-30   0.681
dataset124   7.699e-30   6.270e-30   1.228   1.172e-29   7.625e-30   1.563
dataset125  -1.223e-30   7.279e-30  -0.168  -7.407e-30   6.986e-30  -1.083
dataset126   3.721e-30   5.574e-30   0.667  -9.348e-31   4.749e-30  -0.202
dataset127   8.898e-30   1.171e-29   0.760   1.707e-30   8.131e-30   0.177
dataset128   2.514e-30   4.894e-30   0.514  -8.857e-30   6.393e-30  -1.416
dataset129  -3.366e-30   6.065e-30  -0.555   2.007e-29   7.198e-30   2.877
dataset130  -4.387e-31   5.928e-30  -0.074   2.409e-30   6.710e-30   0.360
dataset131   2.844e-29   1.135e-29   2.506   1.750e-31   9.293e-30   0.026
dataset132   1.616e-29   1.223e-29   1.322   1.649e-29   6.901e-30   2.450
dataset133   2.447e-30   6.543e-30   0.374  -2.654e-30   7.288e-30  -0.384
dataset134   1.439e-30   7.350e-30   0.196   1.408e-29   8.018e-30   1.809
dataset135  -8.019e-31   9.967e-30  -0.080   3.313e-30   8.554e-30   0.384
dataset136   3.646e-30   6.459e-30   0.565  -3.090e-30   6.615e-30  -0.475
dataset137  -4.166e-30   3.769e-30  -1.105   2.167e-31   6.354e-30   0.025
dataset138   1.202e-31   1.419e-30   0.085  -4.685e-30   4.559e-30  -1.049
dataset139   3.119e-30   5.994e-30   0.520  -3.254e-30   8.686e-30  -0.392
dataset140   5.894e-29   1.182e-29   4.984   4.220e-30   8.461e-30   0.498
dataset141   9.287e-30   8.752e-30   1.061   8.241e-30   6.735e-30   1.213
dataset142  -3.462e-30   6.134e-30  -0.564  -8.210e-30   6.811e-30  -1.239
dataset143   2.660e-29   1.260e-29   2.112   2.908e-30   9.450e-30   0.330
dataset144   7.297e-30   5.853e-30   1.247   3.066e-32   7.705e-30  -0.014
dataset145   1.295e-29   7.139e-30   1.814   5.935e-30   8.554e-30   0.731
dataset147   3.823e-29   1.535e-29   2.490   1.623e-29   9.186e-30   1.817
dataset148   1.376e-29   7.843e-30   1.754   7.970e-30   5.855e-30   1.395
dataset149  -1.822e-30   3.352e-30  -0.544   6.313e-30   5.539e-30   1.170
dataset150   9.954e-30   6.373e-30   1.562   2.433e-30   5.614e-30   0.464
dataset151   6.589e-30   8.428e-30   0.782   3.103e-30   6.760e-30   0.527
dataset152   1.044e-29   5.331e-30   1.959  -5.615e-31   7.467e-30  -0.082
dataset153  -8.862e-31   2.995e-30  -0.296   2.455e-30   6.383e-30   0.404
dataset154   1.866e-29   6.476e-30   2.881   3.841e-30   5.706e-30   0.688
dataset155  -1.932e-30   5.612e-30  -0.344   1.121e-30   8.106e-30   0.141
dataset156   2.321e-31   4.817e-30   0.048   7.807e-30   4.818e-30   1.661
dataset157   7.812e-30   5.175e-30   1.510   7.689e-30   8.144e-30   0.937
dataset158   1.165e-29   6.455e-30   1.805   1.099e-29   6.493e-30   1.780
dataset159   8.708e-30   4.539e-30   1.919   2.435e-30   8.048e-30   0.302
dataset160   1.724e-29   9.681e-30   1.780  -7.280e-30   7.374e-30  -0.977
dataset161   8.002e-30   7.490e-30   1.068  -8.823e-31   6.133e-30  -0.140
dataset162  -4.186e-30   3.417e-30  -1.225   6.564e-30   8.232e-30   0.813
dataset163   2.350e-30   5.967e-30   0.394  -7.129e-30   6.198e-30  -1.149
dataset164  -7.928e-30   7.845e-30  -1.011   6.854e-30   7.010e-30   1.013
dataset166  -6.757e-30   7.063e-30  -0.957   5.293e-31   6.716e-30   0.079
dataset167   3.049e-29   1.446e-29   2.108  -5.287e-30   9.518e-30  -0.568
dataset169   8.976e-31   5.804e-30   0.155   2.349e-30   6.117e-30   0.404
dataset170   7.646e-30   1.139e-29   0.672  -1.316e-30   7.517e-30  -0.202
dataset171   9.005e-30   3.199e-30   2.815   4.920e-30   4.728e-30   1.073
dataset172   2.105e-30   9.258e-30   0.227  -6.585e-30   7.501e-30  -0.910
dataset173  -3.700e-31   3.262e-30  -0.113   1.727e-30   7.238e-30   0.227
dataset174  -5.966e-31   3.355e-30  -0.178  -9.442e-31   4.487e-30  -0.212
dataset175   6.397e-30   1.173e-29   0.545   2.682e-30   9.027e-30   0.308
dataset176   2.957e-30   9.555e-30   0.309   6.328e-30   8.014e-30   0.821
dataset177  -4.187e-30   6.484e-30  -0.646  -5.270e-30   6.135e-30  -0.883
