dataset100  -2.714e-30   7.509e-30  -0.361   3.312e-29   1.716e-29   2.008
dataset101   1.708e-30   7.439e-30   0.230  -7.592e-30   1.716e-29  -0.459
dataset102   1.472e-30   6.058e-30   0.243   3.812e-29   1.248e-29   3.113
dataset103   1.688e-29   9.058e-30   1.863   2.495e-29   1.492e-29   1.739
dataset104   2.291e-30   5.502e-30   0.416  -5.571e-30   1.418e-29  -0.393
dataset105   4.609e-31   9.446e-30   0.049   3.814e-30   1.595e-29   0.268
dataset106  -3.493e-30   4.840e-30  -0.722   8.270e-30   1.143e-29   0.780
dataset107   2.985e-29   7.554e-30   3.951   4.143e-29   1.282e-29   3.444
dataset108   1.521e-30   8.806e-30   0.173  -9.057e-30   1.753e-29  -0.534
dataset109   1.580e-29   1.119e-29   1.412   3.482e-29   1.809e-29   2.022
dataset110   1.104e-29   8.075e-30   1.367   2.973e-29   1.891e-29   1.616
dataset111   2.438e-29   8.261e-30   2.952   3.451e-29   1.379e-29   2.574
dataset112   3.801e-29   1.067e-29   3.562   8.027e-29   1.665e-29   4.967
dataset113  -4.298e-30   9.320e-30  -0.461   2.256e-29   1.626e-29   1.414
dataset114   4.615e-30   4.181e-30   1.104   2.206e-29   1.205e-29   1.899
dataset115  -6.575e-31   3.464e-30  -0.190   7.359e-30   1.355e-29   0.565
dataset116   1.206e-29   9.791e-30   1.232   3.355e-29   1.594e-29   2.150
dataset120   1.533e-32   1.139e-29   0.001   7.643e-30   1.452e-29   0.540
dataset121   3.157e-29   1.004e-29   3.144   5.131e-29   1.398e-29   3.778
dataset122   4.969e-30   1.032e-29   0.481   3.639e-29   1.323e-29   2.859
dataset123   3.607e-30   7.105e-30   0.508   1.741e-29   1.303e-29   1.340
dataset124   7.699e-30   6.270e-30   1.228   7.025e-29   1.554e-29   4.571
dataset125  -1.223e-30   7.279e-30  -0.168   1.344e-29   1.431e-29   0.953
dataset126   3.721e-30   5.574e-30   0.667   1.414e-29   9.581e-30   1.551
dataset127   8.898e-30   1.171e-29   0.760   1.430e-29   1.634e-29   0.926
dataset128   2.514e-30   4.894e-30   0.514  -4.299e-30   1.264e-29  -0.339
dataset129  -3.366e-30   6.065e-30  -0.555   5.447e-29   1.448e-29   3.868
dataset130  -4.387e-31   5.928e-30  -0.074   1.617e-29   1.371e-29   1.223
dataset131   2.844e-29   1.135e-29   2.506   6.493e-29   1.889e-29   3.525
dataset132   1.616e-29   1.223e-29   1.322   5.974e-29   1.397e-29   4.400
dataset133   2.447e-30   6.543e-30   0.374  -4.054e-30   1.473e-29  -0.294
