dataset100  -2.714e-30   7.509e-30  -0.361   2.344e-30   6.461e-30   0.376
dataset101   1.708e-30   7.439e-30   0.230  -8.989e-30   6.245e-30  -1.463
dataset102   1.472e-30   6.058e-30   0.243   7.950e-30   4.561e-30   1.802
dataset103   1.688e-29   9.058e-30   1.863   2.441e-31   5.451e-30   0.097
dataset104   2.291e-30   5.502e-30   0.416  -1.252e-30   5.090e-30  -0.256
dataset105   4.609e-31   9.446e-30   0.049  -4.926e-30   5.675e-30  -0.879
dataset106  -3.493e-30   4.840e-30  -0.722  -3.243e-30   4.404e-30  -0.727
dataset107   2.985e-29   7.554e-30   3.951   1.087e-29   4.857e-30   2.431
dataset108   1.521e-30   8.806e-30   0.173   7.589e-31   6.461e-30   0.096
dataset109   1.580e-29   1.119e-29   1.412   9.133e-30   6.616e-30   1.429
dataset110   1.104e-29   8.075e-30   1.367   1.277e-29   6.964e-30   1.890
dataset111   2.438e-29   8.261e-30   2.952   5.487e-30   5.035e-30   1.129
dataset112   3.801e-29   1.067e-29   3.562   3.933e-29   6.403e-30   6.259
dataset113  -4.298e-30   9.320e-30  -0.461   5.633e-30   6.229e-30   0.904
dataset114   4.615e-30   4.181e-30   1.104   9.776e-31   4.787e-30   0.234
dataset115  -6.575e-31   3.464e-30  -0.190   2.714e-30   4.937e-30   0.516
dataset116   1.206e-29   9.791e-30   1.232   9.730e-30   5.718e-30   1.752
dataset120   1.533e-32   1.139e-29   0.001   8.379e-30   5.333e-30   1.610
dataset121   3.157e-29   1.004e-29   3.144   1.245e-29   5.200e-30   2.536
dataset122   4.969e-30   1.032e-29   0.481   3.563e-30   4.945e-30   0.747
dataset123   3.607e-30   7.105e-30   0.508   7.060e-30   4.822e-30   1.469
dataset124   7.699e-30   6.270e-30   1.228   4.756e-30   5.688e-30   0.844
dataset125  -1.223e-30   7.279e-30  -0.168   1.191e-29   5.275e-30   2.288
dataset126   3.721e-30   5.574e-30   0.667   6.224e-30   3.641e-30   1.781
dataset127   8.898e-30   1.171e-29   0.760   1.911e-31   6.032e-30   0.046
dataset128   2.514e-30   4.894e-30   0.514   2.019e-30   4.959e-30   0.424
dataset129  -3.366e-30   6.065e-30  -0.555   4.603e-30   5.279e-30   0.907
dataset130  -4.387e-31   5.928e-30  -0.074   3.819e-30   4.932e-30   0.787
dataset131   2.844e-29   1.135e-29   2.506   5.178e-30   6.933e-30   0.752
dataset132   1.616e-29   1.223e-29   1.322   9.817e-30   5.186e-30   1.967
dataset133   2.447e-30   6.543e-30   0.374  -4.398e-30   5.448e-30  -0.845
dataset134   1.439e-30   7.350e-30   0.196   4.836e-30   5.998e-30   0.834
dataset135  -8.019e-31   9.967e-30  -0.080   1.660e-29   6.460e-30   2.664
dataset136   3.646e-30   6.459e-30   0.565  -4.291e-31   4.927e-30  -0.101
dataset137  -4.166e-30   3.769e-30  -1.105  -7.962e-31   4.749e-30  -0.174
dataset138   1.202e-31   1.419e-30   0.085  -7.483e-31   3.588e-30  -0.229
dataset139   3.119e-30   5.994e-30   0.520   8.122e-30   6.713e-30   1.275
dataset140   5.894e-29   1.182e-29   4.984   1.323e-29   6.393e-30   2.111
dataset141   9.287e-30   8.752e-30   1.061   1.679e-30   4.876e-30   0.380
dataset142  -3.462e-30   6.134e-30  -0.564  -2.048e-32   5.173e-30  -0.008
dataset143   2.660e-29   1.260e-29   2.112  -4.968e-30   7.027e-30  -0.738
dataset144   7.297e-30   5.853e-30   1.247  -3.378e-30   5.817e-30  -0.577
dataset145   1.295e-29   7.139e-30   1.814   6.626e-30   6.519e-30   1.152
dataset147   3.823e-29   1.535e-29   2.490   2.108e-29   6.787e-30   3.179
dataset148   1.376e-29   7.843e-30   1.754  -1.807e-30   4.330e-30  -0.409
dataset149  -1.822e-30   3.352e-30  -0.544   5.897e-30   4.046e-30   1.480
dataset150   9.954e-30   6.373e-30   1.562   4.640e-31   4.429e-30   0.105
dataset151   6.589e-30   8.428e-30   0.782   3.254e-30   5.177e-30   0.658
dataset152   1.044e-29   5.331e-30   1.959  -5.322e-31   5.425e-30  -0.107
dataset153  -8.862e-31   2.995e-30  -0.296  -3.481e-30   4.814e-30  -0.719
dataset154   1.866e-29   6.476e-30   2.881   6.695e-30   4.206e-30   1.658
dataset155  -1.932e-30   5.612e-30  -0.344  -1.982e-30   6.091e-30  -0.338
dataset156   2.321e-31   4.817e-30   0.048   8.882e-30   3.563e-30   2.582
dataset157   7.812e-30   5.175e-30   1.510   4.165e-31   6.024e-30   0.042
dataset158   1.165e-29   6.455e-30   1.805   5.748e-30   4.978e-30   1.160
dataset159   8.708e-30   4.539e-30   1.919   5.928e-31   6.081e-30   0.107
dataset160   1.724e-29   9.681e-30   1.780   1.117e-29   5.428e-30   2.085
dataset161   8.002e-30   7.490e-30   1.068   2.128e-30   4.727e-30   0.423
dataset162  -4.186e-30   3.417e-30  -1.225   6.636e-30   6.235e-30   1.079
dataset163   2.350e-30   5.967e-30   0.394   1.673e-30   4.736e-30   0.366
dataset164  -7.928e-30   7.845e-30  -1.011  -9.213e-32   5.215e-30  -0.010
dataset166  -6.757e-30   7.063e-30  -0.957  -3.331e-30   5.150e-30  -0.666
dataset167   3.049e-29   1.446e-29   2.108   1.207e-29   7.246e-30   1.725
dataset169   8.976e-31   5.804e-30   0.155   1.074e-30   4.476e-30   0.260
dataset170   7.646e-30   1.139e-29   0.672   7.329e-30   5.391e-30   1.345
dataset171   9.005e-30   3.199e-30   2.815   5.359e-30   3.521e-30   1.568
dataset172   2.105e-30   9.258e-30   0.227   5.659e-30   5.575e-30   1.041
dataset173  -3.700e-31   3.262e-30  -0.113   4.033e-30   5.309e-30   0.752
dataset174  -5.966e-31   3.355e-30  -0.178   1.766e-30   3.380e-30   0.529
dataset175   6.397e-30   1.173e-29   0.545   5.590e-30   6.652e-30   0.867
dataset176   2.957e-30   9.555e-30   0.309   1.140e-29   6.067e-30   1.928
dataset177  -4.187e-30   6.484e-30  -0.646  -1.818e-30   4.603e-30  -0.378
dataset178  -2.924e-30   4.978e-30  -0.587   4.302e-31   4.480e-30   0.129
dataset179  -6.761e-31   4.853e-30  -0.139  -2.984e-30   4.623e-30  -0.687
dataset180   1.405e-30   7.644e-30   0.184  -4.954e-31   5.510e-30  -0.091
dataset181  -8.072e-31   9.899e-30  -0.082  -6.935e-30   6.206e-30  -1.133
dataset182   3.093e-30   8.612e-30   0.359  -3.471e-31   4.867e-30  -0.046
dataset183   6.493e-31   9.460e-30   0.069   1.407e-31   5.373e-30   0.002
dataset184   1.249e-29   6.093e-30   2.051   2.558e-29   5.887e-30   4.472
