 2.227632e-31   1.743652e-30   1.277567e-01
 7.693805e-31   2.645417e-30   2.908352e-01
 2.152520e-31   1.899287e-30   1.133330e-01
 8.200237e-31   2.879315e-30   2.847982e-01
 5.690584e-31   1.775750e-30   3.204608e-01
 6.229790e-31   2.403470e-30   2.591998e-01
 4.375154e-31   2.186930e-30   2.000591e-01
 6.239312e-31   2.028634e-30   3.075623e-01
 5.174658e-31   2.382332e-30   2.172097e-01
 3.042187e-31   2.124288e-30   1.432097e-01
 6.847473e-31   2.527095e-30   2.709622e-01
 7.750905e-32   2.075441e-30   3.734583e-02
 5.614070e-31   2.276825e-30   2.465745e-01
 5.627851e-31   2.476678e-30   2.272338e-01
 6.499388e-31   2.539608e-30   2.559209e-01
 3.676023e-31   1.946583e-30   1.888449e-01
 5.103845e-31   2.171393e-30   2.350494e-01
 6.804370e-31   2.376436e-30   2.863267e-01
 4.795359e-31   2.239371e-30   2.141386e-01
 5.046013e-31   2.404471e-30   2.098596e-01
 7.170728e-31   2.904710e-30   2.468655e-01
 7.792402e-31   2.748165e-30   2.835493e-01
 8.329016e-31   2.341372e-30   3.557323e-01
 3.303090e-31   2.298065e-30   1.437336e-01
 8.769352e-31   2.168491e-30   4.043988e-01
 3.178467e-31   2.000470e-30   1.588860e-01
 1.323332e-30   1.996994e-30   6.626622e-01
 8.263983e-31   2.580482e-30   3.202496e-01
 1.138200e-30   2.256456e-30   5.044195e-01
 1.071706e-30   2.465463e-30   4.346877e-01
 8.511975e-31   2.747621e-30   3.097944e-01
 1.511586e-30   2.377831e-30   6.356995e-01
 1.060247e-30   2.283955e-30   4.642154e-01
 2.472070e-32   2.613097e-30   9.460308e-03
 4.030759e-31   2.145093e-30   1.879060e-01
 1.443272e-30   2.511648e-30   5.746312e-01
 3.178466e-31   2.000470e-30   1.588860e-01
 1.399374e-30   2.349810e-30   5.955263e-01
 1.261142e-30   2.879837e-30   4.379214e-01
 7.007107e-31   2.576848e-30   2.719255e-01
 3.230567e-31   1.886479e-30   1.712486e-01
 7.831035e-31   2.649114e-30   2.956096e-01
 1.724948e-32   2.100177e-30   8.213346e-03
 9.597528e-31   2.400359e-30   3.998372e-01
 9.498933e-31   2.379428e-30   3.992108e-01
 5.441224e-31   2.205368e-30   2.467264e-01
 2.814485e-31   2.149170e-30   1.309568e-01
 5.818936e-31   2.319063e-30   2.509175e-01
 3.169248e-31   2.316711e-30   1.367994e-01
 7.956951e-31   2.377651e-30   3.346560e-01
 6.540379e-31   2.465584e-30   2.652670e-01
 5.446549e-31   2.228023e-30   2.444566e-01
 1.063626e-30   2.256553e-30   4.713498e-01
 3.637144e-31   2.210878e-30   1.645113e-01
 6.047491e-31   2.375640e-30   2.545626e-01
 7.720184e-31   2.570890e-30   3.002923e-01
 5.831269e-31   2.225836e-30   2.619810e-01
 1.052192e-30   1.862210e-30   5.650237e-01
 1.026835e-30   2.967303e-30   3.460499e-01
 3.528513e-31   2.244642e-30   1.571971e-01
-2.217117e-31   1.782719e-30  -1.243671e-01
 6.878236e-31   2.599430e-30   2.646056e-01
 6.670264e-31   2.420613e-30   2.755610e-01
 6.585907e-31   2.377150e-30   2.770505e-01
 1.282959e-30   2.743216e-30   4.676843e-01
 5.002027e-31   1.978763e-30   2.527855e-01
 2.785216e-31   2.348486e-30   1.185962e-01
 1.609921e-30   2.228427e-30   7.224475e-01
 2.955864e-31   2.021255e-30   1.462390e-01
 5.456240e-31   2.366279e-30   2.305831e-01
 1.338971e-30   2.441224e-30   5.484836e-01
 1.202916e-30   2.415853e-30   4.979260e-01
 1.795490e-31   1.732358e-30   1.036442e-01
 6.076297e-31   2.314841e-30   2.624930e-01
 6.922036e-31   2.208908e-30   3.133692e-01
 1.455701e-30   2.648606e-30   5.496105e-01
 8.336220e-31   3.123519e-30   2.668855e-01
 3.968868e-31   2.094735e-30   1.894687e-01
 1.031270e-30   3.529736e-30   2.921663e-01
 7.467696e-31   2.518253e-30   2.965427e-01
-4.032444e-32   1.905706e-30  -2.115985e-02
 5.793597e-31   2.362607e-30   2.452205e-01
 4.321270e-31   2.659381e-30   1.624916e-01
 7.656978e-31   2.225984e-30   3.439817e-01
 1.200193e-30   3.248137e-30   3.695020e-01
 4.620272e-31   1.810837e-30   2.551456e-01
 9.664508e-31   2.849796e-30   3.391298e-01
 1.219237e-30   2.135275e-30   5.709976e-01
 2.231942e-30   2.409364e-30   9.263613e-01
 5.873950e-31   2.576831e-30   2.279524e-01
 4.149246e-31   1.949122e-30   2.128777e-01
 6.189835e-31   2.096834e-30   2.951990e-01
 3.231470e-31   2.098447e-30   1.539934e-01
 1.234254e-31   1.759554e-30   7.014582e-02
 9.121252e-31   2.333707e-30   3.908482e-01
 4.953647e-31   2.115315e-30   2.341801e-01
 5.496093e-31   2.290112e-30   2.399923e-01
 3.137241e-31   2.061914e-30   1.521518e-01
 1.075431e-30   2.642849e-30   4.069212e-01
 6.502698e-31   2.413866e-30   2.693893e-01
 7.809038e-31   2.579116e-30   3.027796e-01
 1.214389e-31   2.124060e-30   5.717304e-02
 9.078365e-31   2.913838e-30   3.115604e-01
 1.053998e-30   2.459977e-30   4.284587e-01
 7.842699e-31   2.578727e-30   3.041306e-01
 1.235469e-30   2.387485e-30   5.174773e-01
 5.343654e-31   2.098652e-30   2.546231e-01
 1.096585e-30   2.179115e-30   5.032249e-01
 7.471550e-31   2.718808e-30   2.748098e-01
 1.525394e-30   2.658879e-30   5.736980e-01
 4.740067e-31   2.154933e-30   2.199636e-01
 2.853036e-30   2.484102e-30   1.148518e+00
 1.035760e-30   2.112093e-30   4.903951e-01
 2.868276e-31   2.715863e-30   1.056119e-01
 9.093370e-31   2.569904e-30   3.538409e-01
 3.547823e-31   2.005411e-30   1.769125e-01
 7.656085e-31   2.598223e-30   2.946662e-01
 1.140276e-30   3.746197e-30   3.043823e-01
 4.927390e-31   2.091370e-30   2.356058e-01
 5.369026e-31   2.285530e-30   2.349138e-01
 5.492982e-31   2.111515e-30   2.601441e-01
 5.067076e-31   2.054506e-30   2.466324e-01
 2.285665e-31   2.056175e-30   1.111610e-01
 6.290805e-31   2.336283e-30   2.692656e-01
 3.773624e-31   2.432338e-30   1.551439e-01
 7.819478e-31   2.332467e-30   3.352450e-01
 3.334474e-31   2.432047e-30   1.371057e-01
 8.216843e-31   2.746990e-30   2.991216e-01
 2.691283e-31   2.199558e-30   1.223556e-01
 1.561784e-30   2.707978e-30   5.767345e-01
